id;creation_time;airline_code;flight_number;flight_suffix;flight_date;departure_airport;user_name;action_name;header_line;entry_details
19882676;2024-05-07 07:57:00.532;XY;999;;7;HAM;service-acco;CalculateWeightAndTrimAction;2024-05-07 07:57:00,532 INFO  [b49035535fd133fd] [XY0999 /07 HAM | service-acco | CalculateWeightAndTrimAction        |                                | Thread-5273 (ActiveMQ-client-global-threads)]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 521041 ]
19882677;2024-05-07 07:57:00.533;XY;999;;7;HAM;service-acco;CalculateWeightAndTrimAction;2024-05-07 07:57:00,533 INFO  [b49035535fd133fd] [XY0999 /07 HAM | service-acco | CalculateWeightAndTrimAction        |                                | Thread-5273 (ActiveMQ-client-global-threads)]  Saved:;STATUS AIRCRAFT_CONFIG 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 AUTOMATION_STARTED 0 REGISTRATION 1 REGISTRATION_CHANGE 1
19882678;2024-05-07 07:57:08.627;XY;999;;7;HAM;human;EstimateStorePaxDataAction;2024-05-07 07:57:08,627 INFO  [dcaa1a3196ec2913] [XY0999 /07 HAM | human       | EstimateStorePaxDataAction          |                                | default task-19]  Received:;"com.lhsystems.lc2.paxactuals.dto.PaxDataDTO [ id = 2206454 ]
 Baggage weight type: STANDARD       
MUC            
                Y              Jump           Standby        Male           Female         Child          Infant         Bags           BWgt           Average        
Booked          100            NULL           NULL           NULL           NULL           NULL           NULL           0              0.00  KG       NULL           

 Distribution   : STANDARD_DISTRIBUTION 
 Section        : 0A             0B             0C             0D             0E             0F             
 Capacity       : Y18            Y36            Y36            Y36            Y30            Y30            
 Distribution   : Y0             Y0             Y0             Y0             Y0             Y0"
19882679;2024-05-07 07:57:08.627;XY;999;;7;HAM;human;StorePaxDataAction;2024-05-07 07:57:08,627 INFO  [dcaa1a3196ec2913] [XY0999 /07 HAM | human       | StorePaxDataAction                  |                                | default task-19]  Received:;"com.lhsystems.lc2.paxactuals.dto.PaxDataDTO [ id = 2206452 ]
 Baggage weight type: STANDARD       
MUC            
                Y              Jump           Standby        Male           Female         Child          Infant         Bags           BWgt           Average        
Loadsheet       100            NULL           0              100            0              0              0              0              0.00  KG       NULL           

 Distribution   : STANDARD_DISTRIBUTION 
 Section        : 0A             0B             0C             0D             0E             0F             
 Capacity       : Y18            Y36            Y36            Y36            Y30            Y30            
 Distribution   : Y0             Y0             Y0             Y0             Y0             Y0"
19883315;2024-05-07 07:58:07.204;XY;999;;7;HAM;human;AutoLoadBulkAction;2024-05-07 07:58:07,204 INFO  [a21c3d9d8c65c0ff] [XY0999 /07 HAM | human       | AutoLoadBulkAction                  |                                | default task-19]  Received:;"NULL
Loaded pre-autoload state:
POSITIONS
nilled : 3 4 2 1 
blocked: NULL 
LOADED ITEMS"
19883316;2024-05-07 07:58:07.205;XY;999;;7;HAM;human;AssignLoadplanAction;2024-05-07 07:58:07,205 INFO  [a21c3d9d8c65c0ff] [XY0999 /07 HAM | human       | AssignLoadplanAction                |                                | default task-19]  Received:;"com.lhsystems.lc2.loadplan.dto.PositionAssignmentInputDTO [ id = NULL ]
Action type    : ACTION_NIL_ALL"
19883317;2024-05-07 07:58:07.205;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 07:58:07,205 INFO  [a21c3d9d8c65c0ff] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 521041 ]
19883401;2024-05-07 07:56:33.061;XY;999;;7;HAM;human;UpdateFlightAction;2024-05-07 07:56:33,061 INFO  [3c7026f87b8732f2] [XY0999 /07 HAM | human       | UpdateFlightAction                  |                                | default task-19]  Received:;"Airline: XY        Flightnumber: 0999      Suffix:           Date: 2024-05-07T00:00:00 
Legs:
DEP    STD in UTC             ETD in UTC             DEST    TRANSIT     CANCELLED    DELETED
HAM    2024-05-07T12:00:00    2024-05-07T12:00:00    MUC     false       false        false"
19883402;2024-05-07 07:56:33.061;XY;999;;7;HAM;human;AssignLCCAction;2024-05-07 07:56:33,061 INFO  [3c7026f87b8732f2] [XY0999 /07 HAM | human       | AssignLCCAction                     |                                | default task-19]  Received:;NULL
19883403;2024-05-07 07:56:33.062;XY;999;;7;HAM;human;AssignLCCAction;2024-05-07 07:56:33,062 INFO  [3c7026f87b8732f2] [XY0999 /07 HAM | human       | AssignLCCAction                     |                                | default task-19]  Saved:;"A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
XY  0999   NULL 2024-05-07    HAM    MUC    2024-05-07 12:00:00           2024-05-07 12:00:00           NULL    NULL      NULL           NULL           HAM"
19883404;2024-05-07 07:56:33.062;XY;999;;7;HAM;human;UpdateFlightAction;2024-05-07 07:56:33,062 INFO  [3c7026f87b8732f2] [XY0999 /07 HAM | human       | UpdateFlightAction                  |                                | default task-19]  Saved:;"Airline: XY        Flightnumber: 0999      Suffix: NULL      Date: 2024-05-07T00:00:00 
Legs:
DEP    STD in UTC             ETD in UTC             DEST    TRANSIT     CANCELLED    
HAM    2024-05-07T12:00:00    2024-05-07T12:00:00    MUC     false       false"
19883417;2024-05-07 07:56:57.898;XY;999;;7;HAM;human;GetCabinConfigurationsAction;2024-05-07 07:56:57,898 INFO  [9f0ef59b76330160] [XY0999 /07 HAM | human       | GetCabinConfigurationsAction        |                                | default task-19]  Received:;"com.lhsystems.lc2.common.dto.SingleAttributeDTO@412ea4e8[
  id=<null>
  deleted=false
  attribute=UUXCZ
]"
19883418;2024-05-07 07:56:58.857;XY;999;;7;HAM;human;StoreRegistrationAndConfigurationAc;2024-05-07 07:56:58,857 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | StoreRegistrationAndConfigurationAc |                                | default task-19]  Received:;"com.lhsystems.lc2.legaircraftconfiguration.dto.RegistratonAndCabinConfigurationDTO [ id = NULL ]
Registration : UUXCZ                    Cabin configuration : Y186"
19883419;2024-05-07 07:56:58.857;XY;999;;7;HAM;human;UpdateCrewDataAction;2024-05-07 07:56:58,857 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | UpdateCrewDataAction                |                                | default task-19]  Received:;"com.lhsystems.lc2.legaircraftconfiguration.dto.AircraftCrewDTO [ id = NULL ]
Cockpit crew nr.          : NULL                     Cockpit crew bag nr.      : NULL                     
Cabin crew nr.            : NULL                     Cabin crew bag nr.        : NULL                     
As crew nr.               : NULL                     As pax nr.                : NULL                     
Deadhead cabin crew nr.   : NULL                     Deadhead cockpit crew nr. : NULL                     
Captain`s name            : NULL"
19883420;2024-05-07 07:56:58.857;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 07:56:58,857 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Received:;com.lhsystems.lc2.common.dto.SingleAttributeDTO[ id = NULL  deleted = false  legId = 521041 ]
19883421;2024-05-07 07:56:58.858;XY;999;;7;HAM;human;TransferCargoAction;2024-05-07 07:56:58,858 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | TransferCargoAction                 |                                | default task-19]  Received:;"com.lhsystems.lc2.manualloadplanning.dto.LoadDTO [ id = 1750867  flightId = NULL legId = NULL  deleted = false  fragmentId = LoadFragment ]
Cargo items:"
19883422;2024-05-07 07:56:58.858;XY;999;;7;HAM;human;AssignLCCAction;2024-05-07 07:56:58,858 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | AssignLCCAction                     |                                | default task-19]  Received:;NULL
19883423;2024-05-07 07:56:58.858;XY;999;;7;HAM;human;AssignLCCAction;2024-05-07 07:56:58,858 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | AssignLCCAction                     |                                | default task-19]  Saved:;"A/L Flt No Suff Date          DEP    ARR    STD in UTC                    ETD in UTC                    AC Type Reg       Assigned user  Planned user   Location 
XY  0999   NULL 2024-05-07    HAM    MUC    2024-05-07 12:00:00           2024-05-07 12:00:00           73M     UUXCZ     NULL           NULL           HAM"
19883424;2024-05-07 07:56:58.858;XY;999;;7;HAM;human;TransferCargoAction;2024-05-07 07:56:58,858 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | TransferCargoAction                 |                                | default task-19]  Saved:;"com.lhsystems.lc2.manualloadplanning.dto.LoadDTO [ id = 1750717  flightId = 496775 legId = 521041  deleted = false  fragmentId = LoadFragment ]

Total baggage      : 0.00     KG               
Total cargo        : 0.00     KG               
Total EIC          : 0.00     KG               
Total mail         : 0.00     KG"
19883425;2024-05-07 07:56:58.858;XY;999;;7;HAM;human;CalculateWeightAndTrimAction;2024-05-07 07:56:58,858 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | CalculateWeightAndTrimAction        |                                | default task-19]  Saved:;"START_WI weight               : 45102.00  KG               START_WI index                : 37.23                     
 DO_WI weight                  : 45516.00  KG               DO_WI index                   : 37.42                     
 PAX_WI weight                 : 0.00      KG               PAX_WI index                  : 0.00                               
 TOTAL_DEADLOAD_WI weight      : 45516.00  KG               TOTAL_DEADLOAD_WI index       : 37.42                               
 TOTAL_LOAD_WI                 : 0.00      KG               TOTAL_TRAFFIC_LOAD            : 0.00      KG              
 FUEL_INDEX                    : 0.00                      
 AZFW                          : 45516.00  KG               ATOW                          : 45516.00  KG                         
 ALAW                          : 45516.00  KG               ATXW                          : 45516.00  KG                                  
 AFT_LIMIT_ZFW                 : 43.21                      FWD_LIMIT_ZFW     ..."
19883426;2024-05-07 07:56:58.859;XY;999;;7;HAM;human;StoreRegistrationAndConfigurationAc;2024-05-07 07:56:58,859 INFO  [d0b46a9eebdd83ec] [XY0999 /07 HAM | human       | StoreRegistrationAndConfigurationAc |                                | default task-19]  Saved:;"Configuration
Start Weight : 45102.0 KG Start Index: 37.23
Crew         : 2/4
Water(%)     : NULL
Category    | Weight          | Index   
Galley:
A           | 204.00   KG     | 3.24    
A           | 0.00     KG     | -0.00   
A           | 210.00   KG     | -3.05   
Total Weight: 45516.00 KG     Index: 37.42   
STATUS AIRCRAFT_CONFIG 1 CARGO_TRANSFER 1 CABIN_CONFIG 1 AUTO_MODE_ACTIVE 1 REGISTRATION 1 REGISTRATION_CHANGE 1"
